Minimal-HalfCheetah-Expert-v5,0,0,0.39400084585804085
Minimal-HalfCheetah-Expert-v5,0,1,0.2605482337632879
Minimal-HalfCheetah-Expert-v5,0,2,0.18409348668834236
Minimal-HalfCheetah-Expert-v5,0,3,0.14756827991628169
Minimal-HalfCheetah-Expert-v5,0,4,0.12771247623860166
Minimal-HalfCheetah-Expert-v5,0,5,0.11172451117059644
Minimal-HalfCheetah-Expert-v5,0,6,0.10057119859527265
Minimal-HalfCheetah-Expert-v5,0,7,0.09260409189538175
Minimal-HalfCheetah-Expert-v5,0,8,0.0862879228944241
Minimal-HalfCheetah-Expert-v5,0,9,0.08036582892383486
Minimal-HalfCheetah-Expert-v5,0,10,0.07559952237297703
Minimal-HalfCheetah-Expert-v5,0,11,0.07156910735448405
Minimal-HalfCheetah-Expert-v5,0,12,0.0681384571791193
Minimal-HalfCheetah-Expert-v5,0,13,0.06502071537005875
Minimal-HalfCheetah-Expert-v5,0,14,0.06246112980736113
Minimal-HalfCheetah-Expert-v5,0,15,0.060224442539018486
Minimal-HalfCheetah-Expert-v5,0,16,0.058058261414073074
Minimal-HalfCheetah-Expert-v5,0,17,0.05627294380734952
Minimal-HalfCheetah-Expert-v5,0,18,0.054547589828209966
Minimal-HalfCheetah-Expert-v5,0,19,0.05297929736506649
Minimal-HalfCheetah-Expert-v5,0,20,0.05163937900413467
Minimal-HalfCheetah-Expert-v5,0,21,0.050345155380787945
Minimal-HalfCheetah-Expert-v5,0,22,0.04917645339485136
Minimal-HalfCheetah-Expert-v5,0,23,0.04798869990332583
Minimal-HalfCheetah-Expert-v5,0,24,0.04695932450213706
Minimal-HalfCheetah-Expert-v5,0,25,0.04597651629134239
Minimal-HalfCheetah-Expert-v5,0,26,0.044971400281300714
Minimal-HalfCheetah-Expert-v5,0,27,0.04410963018923586
Minimal-HalfCheetah-Expert-v5,0,28,0.043187161766034286
Minimal-HalfCheetah-Expert-v5,0,29,0.04241414877676893
Minimal-HalfCheetah-Expert-v5,0,30,0.041600168346585
Minimal-HalfCheetah-Expert-v5,0,31,0.04082438780768153
Minimal-HalfCheetah-Expert-v5,0,32,0.04009065215675758
Minimal-HalfCheetah-Expert-v5,0,33,0.039384148193782754
Minimal-HalfCheetah-Expert-v5,0,34,0.0386771591575227
Minimal-HalfCheetah-Expert-v5,0,35,0.03803480443109784
Minimal-HalfCheetah-Expert-v5,0,36,0.03736664239734398
Minimal-HalfCheetah-Expert-v5,0,37,0.036854255493468394
Minimal-HalfCheetah-Expert-v5,0,38,0.0361661380572506
Minimal-HalfCheetah-Expert-v5,0,39,0.035589067691475164
Minimal-HalfCheetah-Expert-v5,0,40,0.035033784092593286
Minimal-HalfCheetah-Expert-v5,0,41,0.03448528109500134
Minimal-HalfCheetah-Expert-v5,0,42,0.033943500239143574
Minimal-HalfCheetah-Expert-v5,0,43,0.0334139680448242
Minimal-HalfCheetah-Expert-v5,0,44,0.03294250238810449
Minimal-HalfCheetah-Expert-v5,0,45,0.032476247259362725
Minimal-HalfCheetah-Expert-v5,0,46,0.03199608190376151
Minimal-HalfCheetah-Expert-v5,0,47,0.03154048376533096
Minimal-HalfCheetah-Expert-v5,0,48,0.03107315268886133
Minimal-HalfCheetah-Expert-v5,0,49,0.030641592234681613
Minimal-HalfCheetah-Expert-v5,0,50,0.03033281748282304
Minimal-HalfCheetah-Expert-v5,0,51,0.029772127037054195
Minimal-HalfCheetah-Expert-v5,0,52,0.0293965292099517
Minimal-HalfCheetah-Expert-v5,0,53,0.029055193764692518
Minimal-HalfCheetah-Expert-v5,0,54,0.028731777198877224
Minimal-HalfCheetah-Expert-v5,0,55,0.028331052065509208
Minimal-HalfCheetah-Expert-v5,0,56,0.027981578915511177
Minimal-HalfCheetah-Expert-v5,0,57,0.027595753135938796
Minimal-HalfCheetah-Expert-v5,0,58,0.027282667910045355
Minimal-HalfCheetah-Expert-v5,0,59,0.027015761767627922
Minimal-HalfCheetah-Expert-v5,0,60,0.02657494026623843
